ID,DATA,TEL,CPF,SOLICITANTE,DS_RECEITA,MENSAGEM,DS_RECEITA_TRATADO,EXAME_IDENTIFICADO
571,2020-07-24,1100000571,12345670571,Cristina,USO ORAL 1. ALLEGRA D -------- TOMAR 1 CP A NOITE POR 5 NOITES 2. PREDSIM 40MG --------- TOMAR 1 CP AO DIA POR 5 DIAS 3. CLAVULIN BD 875 +125 MG --------- TOMAR 01 CP DE 12/12H POR 7 DIAS  ,,uso oral 1 allegra d tomar 1 cp noite por 5 noites 2 predsim 40mg tomar 1 cp ao dia por 5 dias 3 clavulin bd 875 125 mg tomar 01 cp 1212h por 7 dias,Nulo
572,2020-03-01,1100000572,12345670572,Rafael, OBSERVAÇÃO: PACIENTE EM CONSULTA AMBULATORIAL - FAVOR PRIORIZAR SOLICITO PARA PACIENTE ACIMA: .................................................  RX PUNHO ESQUERDO .................................................  AP + PA + PERFIL  (SEM IMOBILIZAÇÃO) JUSTIFICATIVA: CONTROLE RADIOGRÁFICO PÓS OPERATÓRIO CID 10: Z988 ,,observacao paciente em consulta ambulatorial favor priorizar solicito paciente acima rx punho esquerdo ap pa perfil sem imobilizacao justificativa controle radiografico pos operatorio cid 10 z988,Raio-X
573,2020-07-21,1100000573,12345670573,Patrícia,USO INALATÓRIO 1. SYMBICORT 6/100 aerossol........................... Fazer 1 jato com espaçador de 8/8h por 5 dias. 2. FLIXOTIDE 250mcg ou BECLOMETASONA 200mcg aerossol HFA................. Fazer 1 jato com espaçador de 12/12h . MARCAR CONSULTA COM PEDIATRA E COM PNEUMOPEDIATRA ,,uso inalatorio 1 symbicort 6100 aerossol fazer 1 jato com espacador 88h por 5 dias 2 flixotide 250mcg ou beclometasona 200mcg aerossol hfa fazer 1 jato com espacador 1212h marcar consulta com pediatra com pneumopediatra,Nulo
574,2020-09-19,1100000574,12345670574,Vinícius,USO ORAL: 1) NOVALGINA 50 MG/ML___________1 FRASCO  DAR 10 ML DE 6/6H SE DOR OU FEBRE ,,uso oral 1 novalgina 50 mgml1 frasco dar 10 ml 66h se dor ou febre,Nulo
575,2020-07-04,1100000575,12345670575,Camila,"USO ORAL 1) ENTEROGERMINA DAR 01 FLACONETE 12/12H POR 5 DIAS 2) LORATADINA 1MG/ML DAR 5ML 1X AO DIA POR 7 DIAS  3) VONAU FLASH 4MG DAR 01CP 8/8H SE NAUSEAS OU VOMITOS 4) DIPIRONA OU PARACETAMOL  DAR 18 GOTAS 6/6H SE DOR OU FEBRE  5) SAIS DE REIDRATAÇÃO ORAL DAR 180ML APOS DIARREIAS E 90ML APOS VOMITOS USO TOPICO 1) SORO FISIOLOGICO 0,9% LAVAR NARINAS SEMPRE QUE APRESENTAR SECREÇÃO  ",,uso oral 1 enterogermina dar 01 flaconete 1212h por 5 dias 2 loratadina 1mgml dar 5ml 1x ao dia por 7 dias 3 vonau flash 4mg dar 01cp 88h se nauseas ou vomitos 4 dipirona ou paracetamol dar 18 gotas 66h se dor ou febre 5 sais reidratacao oral dar 180ml apos diarreias 90ml apos vomitos uso topico 1 soro fisiologico 09 lavar narinas sempre que apresentar secrecao,Nulo
576,2020-08-30,1100000576,12345670576,Rodrigo,"Uso oral 1) Nistatina 100.000UI/ml solução.......................... Dar 0,5ml em cada bochecha, de 6 em 6 horas por 14 dias ",,uso oral 1 nistatina 100000uiml solucao dar 05ml em cada bochecha 6 em 6 horas por 14 dias,Nulo
577,2020-09-21,1100000577,12345670577,Tatiana,"USO ORAL: 1 - LEVOFLOXACINO 750 MG ------------------- TOMAR 01 CP AO DIA POR 05 DIAS 2 - TORAGESIC 10 MG ---------------- TOMAR 01 CP , 8/8H SUBLINGUAL POR 03 DIAS USO INALATORIO: 3 - NASONEX 50 MCG ---------------- APLICAR 01 JATO EM CADA NARINA 12/12H POR 10 DIAS 4-LAVAGEM NASAL SF 0,9% SERINGA 10 ML 30 ML CADA NARINA 12/12H  ",,uso oral 1 levofloxacino 750 mg tomar 01 cp ao dia por 05 dias 2 toragesic 10 mg tomar 01 cp 88h sublingual por 03 dias uso inalatorio 3 nasonex 50 mcg aplicar 01 jato em cada narina 1212h por 10 dias 4lavagem nasal sf 09 seringa 10 ml 30 ml cada narina 1212h,Nulo
578,2020-07-22,1100000578,12345670578,Gustavo,Uso oral: 1) Ivermectina 6mg --------------------- Tomar 1 comprimido ao dia por 3 dias 2) Prednisona 20mg ------------------------ Tomar 1 comprimido pela manhã por 5 dias 3) Dipirona 500mg ------------------------- Tomar 1 comprimido de 4/4h em caso de dor ou febre 4) Koide D -------------------------------- Tomar 15 ml de 8/8h por 3 dias 5) Zinco quelato 25mg --------------------- Tomar 1 comprimido ao dia por 7 dias ,,uso oral 1 ivermectina 6mg tomar 1 comprimido ao dia por 3 dias 2 prednisona 20mg tomar 1 comprimido pela manha por 5 dias 3 dipirona 500mg tomar 1 comprimido 44h em caso dor ou febre 4 koide d tomar 15 ml 88h por 3 dias 5 zinco quelato 25mg tomar 1 comprimido ao dia por 7 dias,Nulo
579,2020-03-12,1100000579,12345670579,Isabela,USO ORAL 1. BI PROFENID 150MG --------------- TOMAR 01 CP DE 12/12H POR 5 DIAS 2.MUSCULARE 10MG ------------ TOMAR 01 CP ANTES DE DORMIR POR 5 DIAS USO INJETAVEL  3. DIPROSPAN ------------ TOMAR 1 DOSE IM. DOSE UNICA ,,uso oral 1 bi profenid 150mg tomar 01 cp 1212h por 5 dias 2musculare 10mg tomar 01 cp antes dormir por 5 dias uso injetavel 3 diprospan tomar 1 dose im dose unica,Nulo
580,2020-08-03,1100000580,12345670580,João,Uso oral: 1) Azitromicina 500mg --------------------- Tomar 1 comprimido ao dia por 5 dias 2) Prednisona 20mg ------------------------ Tomar 1 comprimido pela manhã por 5 dias 3) Dipirona 500mg ------------------------- Tomar 1 comprimido de 4/4h em caso de dor ou febre 4) Koide D -------------------------------- Tomar 15 ml de 8/8h por 3 dias 5) Zinco quelato 25mg --------------------- Tomar 1 comprimido ao dia por 7 dias ,,uso oral 1 azitromicina 500mg tomar 1 comprimido ao dia por 5 dias 2 prednisona 20mg tomar 1 comprimido pela manha por 5 dias 3 dipirona 500mg tomar 1 comprimido 44h em caso dor ou febre 4 koide d tomar 15 ml 88h por 3 dias 5 zinco quelato 25mg tomar 1 comprimido ao dia por 7 dias,Nulo
581,2020-09-09,1100000581,12345670581,Maria,"USO ORAL: 1 - BILASTINA 20 MG ----------------- TOMAR 01 CP AO DEITAR POR 10 DIAS USO INALATORIO: 2- NASONEX 50 MCG ------------------ APLICAR 01 JATO EM CADA NARINA 12;/12H POR 10 DIAS 3 - LAVAGEM NASAL SF0,9% , ALTO FLUXO ( GARRAFINHA 240 ML ) ,120ML CADA NARINA 12/12H ",,uso oral 1 bilastina 20 mg tomar 01 cp ao deitar por 10 dias uso inalatorio 2 nasonex 50 mcg aplicar 01 jato em cada narina 1212h por 10 dias 3 lavagem nasal sf09 alto fluxo garrafinha 240 ml 120ml cada narina 1212h,Nulo
582,2020-12-10,1100000582,12345670582,José,"DIPROSPAN .......... 01 ampola Aplicar 01 ampola  - IM, dose única ",,diprospan 01 ampola aplicar 01 ampola im dose unica,Nulo
583,2020-09-23,1100000583,12345670583,Ana,USO ORAL 1- PREGABALINA 75MG TOMAR 1 CP DE 12/12 HRS POR 60 DIAS  2- NEO B TOMAR 1 CP DE 12/12 HRS POR 60 DIAS  ,,uso oral 1 pregabalina 75mg tomar 1 cp 1212 hrs por 60 dias 2 neo b tomar 1 cp 1212 hrs por 60 dias,Nulo
584,2020-06-30,1100000584,12345670584,Pedro,Uso oral: 1) Clavulin BD 875mg + 125mg --------------- Tomar 1 comprimido de 12/12h por 7 dias 2) Prednisona 20mg ------------------------ Tomar 1 comprimido pela manhã por 5 dias 3) Dipirona 500mg ------------------------- Tomar 1 comprimido de 4/4h em caso de dor ou febre 4) Koide D -------------------------------- Tomar 15 ml de 8/8h por 3 dias ,,uso oral 1 clavulin bd 875mg 125mg tomar 1 comprimido 1212h por 7 dias 2 prednisona 20mg tomar 1 comprimido pela manha por 5 dias 3 dipirona 500mg tomar 1 comprimido 44h em caso dor ou febre 4 koide d tomar 15 ml 88h por 3 dias,Nulo
585,2020-02-24,1100000585,12345670585,Mariana, USO ORAL 1..MUSCULARE 10MG ------------ TOMAR 01 CP A NOITE POR 5 NOITES 2. ECOXE 90MG --------------- TOMAR 1CP AO DIA POR 7 DIAS  ,,uso oral 1musculare 10mg tomar 01 cp noite por 5 noites 2 ecoxe 90mg tomar 1cp ao dia por 7 dias,Nulo
586,2020-11-06,1100000586,12345670586,Carlos,USO ORAL  1. CETOPROFENO 100 MG  TOMAR 1 CP DE 12/12H POR 5 DIAS  >> FAZER COMPRESSA DE AGUA MORNA NO LOCAL  ,,uso oral 1 cetoprofeno 100 mg tomar 1 cp 1212h por 5 dias fazer compressa agua morna no local,Nulo
587,2020-01-08,1100000587,12345670587,Paula,"Pacinete apresenta colica nefretica, refrataria a analgesia. Está em acompanhamento com seu urologista, que orienta internação aos seus cuidados  ",,pacinete apresenta colica nefretica refrataria analgesia esta em acompanhamento com seu urologista que orienta internacao aos seus cuidados,Nulo
588,2020-05-30,1100000588,12345670588,Lucas,Solicito avaliação de Neurologia Infantil  ,,solicito avaliacao neurologia infantil,Nulo
589,2020-09-13,1100000589,12345670589,Juliana,"USO ORAL 1- PREDSIM 20MG TOMAR 1CP PELA MANHÃ POR 5 DIAS USO NASAL 2- SORO FISIOLÓGICO 0,9% FAZER LAVAGEM NASAL PELO MENOS 6X AO DIA. 3- AVAMYS  INALAR 2 JATOS EM CADA NARINA 1X AO DIA POR 7 DIAS ",,uso oral 1 predsim 20mg tomar 1cp pela manha por 5 dias uso nasal 2 soro fisiologico 09 fazer lavagem nasal pelo menos 6x ao dia 3 avamys inalar 2 jatos em cada narina 1x ao dia por 7 dias,Nulo
590,2020-09-17,1100000590,12345670590,Fernando, USO ORAL ..........  PARACETAMOL (GOTAS) ..........  TOMAR 35 GOTAS A CADA 08 HORAS SE SENTIR DOR MIOFLEX A ..........  TOMAR 1 COMPRIMIDO VIA ORAL A CADA 12 HORAS POR 3 DIAS ,,uso oral paracetamol gotas tomar 35 gotas cada 08 horas se sentir dor mioflex tomar 1 comprimido via oral cada 12 horas por 3 dias,Nulo
591,2020-04-06,1100000591,12345670591,Cristina,			À  FISIOTERAPIA 	SOLICITO 10 SESSÕES DE FISIOTERAPIA DOMICILIAR 			*( 2.01.03.48-4 ) 	HD >>  FRATURA PROXIMAL DO FEMUR DIR 	CD >>  ANALGESIA 		EXERCÍCIOS  		TREINO DE MARCHA 		MANTER O ANDADOR 		ISOMÉTRICOS ,,fisioterapia solicito 10 sessoes fisioterapia domiciliar 20103484 hd fratura proximal femur dir cd analgesia exercicios treino marcha manter andador isometricos,Nulo
592,2020-12-05,1100000592,12345670592,Rafael,"USO ORAL E CONTINUO  1- Angipress 25mg ---------------------------- tomar 01 cp ao dia 2- AAS 100mg -------------------------------- tomar 01 cp no almoço 3- Liptor 20mg ------------------------------- tomar 01 cp à noite 4-Ezetimiba 10 mg tomar 1 cp ao dia  5- Brasart HCT 160 /12,5 mg ----------------- tomar 01 cp 12/12 6- Anlodipino 5mg ---------------------------- tomar 01 cp ao dia   7- PANTOPRAZOL  40 mg tomar 1 cp ao dia  ",,uso oral continuo 1 angipress 25mg tomar 01 cp ao dia 2 aas 100mg tomar 01 cp no almoco 3 liptor 20mg tomar 01 cp noite 4ezetimiba 10 mg tomar 1 cp ao dia 5 brasart hct 160 125 mg tomar 01 cp 1212 6 anlodipino 5mg tomar 01 cp ao dia 7 pantoprazol 40 mg tomar 1 cp ao dia,Nulo
593,2020-01-22,1100000593,12345670593,Patrícia,SOLICITO - FISIOTERAPIA MOTORA: 10 SESSOES PACIENTE COM HERNIA DE DISCO LOMBAR; NECESSITA TERAPIA PARA: - ANALGESIA LOCAL - ALONGAMENTOS - FORTALECIMENTO MUSCULAR CID: M511 ,,solicito fisioterapia motora 10 sessoes paciente com hernia disco lombar necessita terapia analgesia local alongamentos fortalecimento muscular cid m511,Nulo
594,2020-07-15,1100000594,12345670594,Vinícius,USO ORAL 1- ESOMEPRAZOL 40MG TOMAR 1CP CEDO EM JEJUM 2- BROMOPRIDA 10MG TOMAR 1CP 8/8H POR 15 DIAS 3- TROPINAL TOMAR 1CP 6/6H SE DOR ABDOMINAL ,,uso oral 1 esomeprazol 40mg tomar 1cp cedo em jejum 2 bromoprida 10mg tomar 1cp 88h por 15 dias 3 tropinal tomar 1cp 66h se dor abdominal,Nulo
595,2020-10-17,1100000595,12345670595,Camila,solicito:  - hemograma  (coletar terça as 06/07 hrs) ,,solicito hemograma coletar terca 0607 hrs,Nulo
596,2020-10-21,1100000596,12345670596,Rodrigo,USO ORAL 1. ENTEROGERMINA PLUS ------ TOMAR 01 FRASCO AO DIA POR 5 DIAS 2. LISADOR COLICA -------- TOMAR 01 CP DE 8/8H SE DOR  ,,uso oral 1 enterogermina plus tomar 01 frasco ao dia por 5 dias 2 lisador colica tomar 01 cp 88h se dor,Nulo
597,2020-04-20,1100000597,12345670597,Tatiana,"uso oral : 1- Azitromicina 500mg  Tomar 1 cp via oral 1 x ao dia, por 5 dias.  2- Paracetamol 750 mg  Tomar 1 cp via oral de 6/6 horas, se febre e ou dor.  3- Prednisona 5 mg  Tomar 2 cp via oral 1x ao dia, por 5 dias.  uso tópico: Hexomedyne spray  Aplicar 3 puffs na cavidade oral de 8/8 horas, por 5 dias.  ",,uso oral 1 azitromicina 500mg tomar 1 cp via oral 1 x ao dia por 5 dias 2 paracetamol 750 mg tomar 1 cp via oral 66 horas se febre ou dor 3 prednisona 5 mg tomar 2 cp via oral 1x ao dia por 5 dias uso topico hexomedyne spray aplicar 3 puffs na cavidade oral 88 horas por 5 dias,Nulo
598,2020-05-16,1100000598,12345670598,Gustavo,"ORIENTAÇÕES: NÃO USAR ANTI-INFLAMATÓRIO (EX: IBUPROFENO, NIMESULIDA, CETOPROFENO, DICLOFENACO, ENTRE OUTROS) INGERIR LÍQUIDOS NA QUANTIDADE MÍNIMA DE: ____ LITROS POR DIA (1/3 COM SORO DE REIDRATAÇÃO ORAL E 2/3 COM OUTROS LÍQUIDOS). SINAIS DE ALARME (RETORNAR AO PRONTO SOCORRO EM CADA DE APARECIMENTO DE QUALQUER UMA DAS SITUAÇÕES ABAIXO): - DOR ABDOMINAL INTENSA E CONTÍNUA - SANGRAMENTOS - VÔMITOS PERSISTENTES SEM MELHORA - SONOLÊNCIA OU AGITAÇÃO - TONTURAS AO SE LEVANTAR - MANCHAS ROXAS NA PELE - DIFICULDADE DE INGERIR LÍQUIDOS EM CASA - DIMINUIÇÃO NO VOLUME DA URINA ",,orientacoes nao usar antiinflamatorio ex ibuprofeno nimesulida cetoprofeno diclofenaco entre outros ingerir liquidos na quantidade minima litros por dia 13 com soro reidratacao oral 23 com outros liquidos sinais alarme retornar ao pronto socorro em cada aparecimento qualquer situacoes abaixo dor abdominal intensa continua sangramentos vomitos persistentes sem melhora sonolencia ou agitacao tonturas ao se levantar manchas roxas na pele dificuldade ingerir liquidos em casa diminuicao no volume urina,Nulo
599,2020-06-24,1100000599,12345670599,Isabela,USO ORAL  1) DIPIRONA 500MG  DAR 1 CP DE 6/6 HORAS SE DOR OU FEBRE 2) DESLORATADINA XAROPE DAR 10 ML DE 12/12H POR 5 DIAS 3) RINOSSORO  LAVAGEM NASAL 3X AO DIA  ,,uso oral 1 dipirona 500mg dar 1 cp 66 horas se dor ou febre 2 desloratadina xarope dar 10 ml 1212h por 5 dias 3 rinossoro lavagem nasal 3x ao dia,Nulo
600,2020-07-18,1100000600,12345670600,João," Uso oral 1. Amoxicilina 400mg/5ml .............................. Dar 3,5ml via oral de 12/12 horas por 07 dias 2. Ondiff filmes 4mg ......................................................... Dar 1/2 filme via oral de 8/8 horas se náuseas ou vômitos 3. Dipirona gotas 500mg/ml ....................................................... Dar 10 gotas via oral de 6/6 horas se dor ou febre (T > 37,8°C0 ",,uso oral 1 amoxicilina 400mg5ml dar 35ml via oral 1212 horas por 07 dias 2 ondiff filmes 4mg dar 12 filme via oral 88 horas se nauseas ou vomitos 3 dipirona gotas 500mgml dar 10 gotas via oral 66 horas se dor ou febre t 378c0,Nulo
601,2020-09-04,1100000601,12345670601,Maria,USO ORAL 1. DIPIRONA 1G --- TOMAR 1CP DE 6/6H SE DOR OU FEBRE. 2. BROMOPRIDA 10MG --- TOMAR 1CP DE 8/8H SE NAUSEA OU VÔMITO. ,,uso oral 1 dipirona 1g tomar 1cp 66h se dor ou febre 2 bromoprida 10mg tomar 1cp 88h se nausea ou vomito,Nulo
602,2020-04-08,1100000602,12345670602,José,"Uso oral: 1) Escitalopran 15mg____________________________________________ 03 caixas Tomar 01 cp VO 1x ao dia, contínuo 2) Dipirona 1g_____________________________________________ 02 caixas Tomar 01 cp VO até de 6/6h se dore fraca 3) Codeina 30mg_____________________________________________ 01 caixa Tomar 01 cp VO até de 12/12h se dor forte 4) Pregabalina 75mg_________________________________________ 05 caixa Tomar 01 cp VO de 12/12h contínuo ",,uso oral 1 escitalopran 15mg 03 caixas tomar 01 cp vo 1x ao dia continuo 2 dipirona 1g 02 caixas tomar 01 cp vo ate 66h se dore fraca 3 codeina 30mg 01 caixa tomar 01 cp vo ate 1212h se dor forte 4 pregabalina 75mg 05 caixa tomar 01 cp vo 1212h continuo,Nulo
603,2020-08-28,1100000603,12345670603,Ana,USO ORAL  1- TORAGESIC 10MG TOMAR 1 CP SUBLINGUAL DE 8/8H SE DOR POR 05 DIAS  ,,uso oral 1 toragesic 10mg tomar 1 cp sublingual 88h se dor por 05 dias,Nulo
604,2020-05-02,1100000604,12345670604,Pedro," Filinar xpe pediatrico  .......... xarope  dar 5  ml , via oral de 12/12 hs por 5 dias  dipirona  .......... gotas  dar 18   gtas via oral a cada 6 hs se febre  Salsep  spray nasal infantil  .......... spray  nas narinas , varias x / dia ",,filinar xpe pediatrico xarope dar 5 ml via oral 1212 hs por 5 dias dipirona gotas dar 18 gtas via oral cada 6 hs se febre salsep spray nasal infantil spray nas narinas varias x dia,Nulo
605,2020-12-04,1100000605,12345670605,Mariana,1. Avamys 1 jato cada narina à noite por 30 dias ,,1 avamys 1 jato cada narina noite por 30 dias,Nulo
606,2020-02-08,1100000606,12345670606,Carlos,"USO ORAL  1. MONURIL ------ DISSOLVER 01 SACHE EM MEIO COPO DE AGUA E TOMAR A NOITE ANTES DE DEITAR, DOSE UNICA  ",,uso oral 1 monuril dissolver 01 sache em meio copo agua tomar noite antes deitar dose unica,Nulo
607,2020-08-01,1100000607,12345670607,Paula,USO ORAL: 1) CIPROFLOXACINO 500MG TOMAR 01 CP VO DE 12/12H POR 3 DIAS. 2) DIPIRONA 500MG TOMAR 01 CP VO DE 6/6H SE DOR OU FEBRE.  ,,uso oral 1 ciprofloxacino 500mg tomar 01 cp vo 1212h por 3 dias 2 dipirona 500mg tomar 01 cp vo 66h se dor ou febre,Nulo
608,2020-07-21,1100000608,12345670608,Lucas,Uso oral 1-) Dipirona 1g Tomar 1cp via oral de 6/6h se dor 2-) Dramin 50mg Tomar 1cp via oral de 8/8h se tontura 3-) Dexametasona 4mg Tomar 1cp via oral cedo por 03 dias ,,uso oral 1 dipirona 1g tomar 1cp via oral 66h se dor 2 dramin 50mg tomar 1cp via oral 88h se tontura 3 dexametasona 4mg tomar 1cp via oral cedo por 03 dias,Nulo
609,2020-03-13,1100000609,12345670609,Juliana,"USO ORAL: 1. DIPIRONA GOTAS 500MG/ML DAR 17 GOTAS DE 6/6 HORAS, SE DOR OU FEBRE OU  2. PARACETAMOL GOTAS 200MG/ML DAR 17 GOTAS DE 6/6 HORAS, SE DOR OU FEBRE USO NASAL 3. SF 0,9% -------------------------- APLICAR 10 ML DE SORO, COM SERINGA, 4X/DIA OU MAIS INALAÇÃO COM 5 ML DE SORO 12/12H  ",,uso oral 1 dipirona gotas 500mgml dar 17 gotas 66 horas se dor ou febre ou 2 paracetamol gotas 200mgml dar 17 gotas 66 horas se dor ou febre uso nasal 3 sf 09 aplicar 10 ml soro com seringa 4xdia ou mais inalacao com 5 ml soro 1212h,Nulo
610,2020-01-03,1100000610,12345670610,Fernando,Solicitação de exames  1) Teste rápido Infleunza A e B Cid: J118 Tuss: 40323676 ,,solicitacao exames 1 teste rapido infleunza b cid j118 tuss 40323676,Nulo
611,2020-10-03,1100000611,12345670611,Cristina," Uso oral: 1. Oseltamivir 30mg Diluir 1 comprimido em 3 ml de água, dar 2,4 ml de 12/12 horas durante 5 dias. ",,uso oral 1 oseltamivir 30mg diluir 1 comprimido em 3 ml agua dar 24 ml 1212 horas durante 5 dias,Nulo
612,2020-06-08,1100000612,12345670612,Rafael,"USO ORAL:  1. BUSCOPAM COMPOSTO --- TOMAR 1 CP DE 8/8 HORAS, SE DESCONFORTO ABDOMINAL  2. LUFTAL ---- TOMAR 30 GOTAS 8/8 HORAS, POR 2 DIAS ",,uso oral 1 buscopam composto tomar 1 cp 88 horas se desconforto abdominal 2 luftal tomar 30 gotas 88 horas por 2 dias,Nulo
613,2020-04-27,1100000613,12345670613,Patrícia,"Uso interno 1) Ogestan Gold Tomar 1cp via oral todos os dias 2) Buscopan Tomar 1cp via oral de 6/6 se colica 3) Plasil Tomar 1cp via oral de 8/8h se náusea 4) Ondif 8mg Ingerir 1 filme orodispersível a cada 8h, se mantiver náusea 5) Novalgina 1g efervescente Dissolver 1cp 6/6h se dor Uso tópico 1) Exposis spray Aplicar por todo o corpo a cada 10h 2) Umiditá gestante Aplicar na pele o quanto necessário para hidratar a pele * Alergica a paracetamol ",,uso interno 1 ogestan gold tomar 1cp via oral todos dias 2 buscopan tomar 1cp via oral 66 se colica 3 plasil tomar 1cp via oral 88h se nausea 4 ondif 8mg ingerir 1 filme orodispersivel cada 8h se mantiver nausea 5 novalgina 1g efervescente dissolver 1cp 66h se dor uso topico 1 exposis spray aplicar por todo corpo cada 10h 2 umidita gestante aplicar na pele quanto necessario hidratar pele alergica paracetamol,Nulo
614,2020-03-23,1100000614,12345670614,Vinícius, Solicito - 10 Sessoes Fisioterapia Especializada hd - lombociatalgia  abaulamernto discal  - analgesia  - alongamento  - fortalecimento muscular  cod - 20103506 ,,solicito 10 sessoes fisioterapia especializada hd lombociatalgia abaulamernto discal analgesia alongamento fortalecimento muscular cod 20103506,Nulo
615,2020-11-27,1100000615,12345670615,Camila,     USO   INT   LISADOR  DIP -------------------------1CX   TOMAR 1 CP VO DE 8/8 HS ,,uso int lisador dip 1cx tomar 1 cp vo 88 hs,Nulo
616,2020-06-09,1100000616,12345670616,Rodrigo,"USO ORAL:   1) Cefuroxima  500 mg --------------- Tomar um comprimido de 12/12 horas, por 7 dias ",,uso oral 1 cefuroxima 500 mg tomar comprimido 1212 horas por 7 dias,Nulo
617,2020-06-08,1100000617,12345670617,Tatiana,"uso oral: 1)desalex xarope dar 2,5 ml,via oral,1 vez ao dia,por 1 semana 2)salsep spray nasal ou maresis spray aplicar na narinas,varias vezes ao dia 3)dermodex tratamento pomada passar nas genitais,apos o banho 4)dermacyd sabonete liquido infantil lavar os genitais no banho 5)flogo rosa fazer banho de assento,antes do banho ",,uso oral 1desalex xarope dar 25 mlvia oral1 vez ao diapor 1 semana 2salsep spray nasal ou maresis spray aplicar na narinasvarias vezes ao dia 3dermodex tratamento pomada passar nas genitaisapos banho 4dermacyd sabonete liquido infantil lavar genitais no banho 5flogo rosa fazer banho assentoantes banho,Nulo
618,2020-12-07,1100000618,12345670618,Gustavo," 1. CETOPROFENO 100MG _____________________ 100MG TOMAR 1 COMPRIMIDO DE 12/12H POR 5 DIAS. 2. KOIDE D XAROPE ___________________________ 0,4MG+0,05MG/ML TOMAR 10ML DE 8/8H POR 7 DIAS. 3. ACETILCISTEÍNA GRÂNULO __________________ 600MG DISSOLVER 1 ENVELOPE EM MEIO COPO DE ÁGUA E TOMAR À NOITE POR 7 DIAS. 4. DIPIRONA 1G ________________________________ 1G TOMAR 1 COMPRIMIDO SE NECESSÁRIO.  Obs.: Se DOR ou FEBRE, ATÉ DE 6/6H 5. RINOSORO JET 0,9% ______________________ 1 UNIDADE APLICAR NAS NARINAS PELO MENOS 4 VEZES AO DIA. ",,1 cetoprofeno 100mg 100mg tomar 1 comprimido 1212h por 5 dias 2 koide d xarope 04mg005mgml tomar 10ml 88h por 7 dias 3 acetilcisteina granulo 600mg dissolver 1 envelope em meio copo agua tomar noite por 7 dias 4 dipirona 1g 1g tomar 1 comprimido se necessario obs se dor ou febre ate 66h 5 rinosoro jet 09 1 unidade aplicar nas narinas pelo menos 4 vezes ao dia,Nulo
619,2020-11-01,1100000619,12345670619,Isabela,"USO ORAL: 1- FLORAX: 1 FLACONETE, 1X/DIA ",,uso oral 1 florax 1 flaconete 1xdia,Nulo
620,2020-01-15,1100000620,12345670620,João,"AO ALERGOLOGISTA, ENCAMINHO PACIENTE COM QUADRO DE ALERGIA. MÃE REFERE JÁ TER APRESENTADO QUADRO COM NECESSIDADE DE ADRENALINA IM EM PS.  MÃE REFERE ALERGIA A IBUPROFENO, SALBUTAMOL, CLAVULANATO.  HD:  - ALERGIA  - ANAFILAXIA? ENCAMINHO PARA INVESTIGAÇÃO E SEGUIMENTO DO QUADRO.  ATENCIOSAMENTE, ",,ao alergologista encaminho paciente com quadro alergia mae refere ja ter apresentado quadro com necessidade adrenalina im em ps mae refere alergia ibuprofeno salbutamol clavulanato hd alergia anafilaxia encaminho investigacao seguimento quadro atenciosamente,Nulo
621,2020-12-28,1100000621,12345670621,Maria, USO ORAL 1) LISADOR DIP 1 G --- 1 CP 6/6 HS SE DORES E/OU FEBRE 2) DECONGEX PLUS --- 1 CP 12/12 HS 05 DIAS 3) PREDSIM 20 MG --- 1 CP AO DIA 05 DIAS USO NASAL 1) ATURGYL --- 2 GTS NA NARINA SE CONGESTAO NASAL ,,uso oral 1 lisador dip 1 g 1 cp 66 hs se dores eou febre 2 decongex plus 1 cp 1212 hs 05 dias 3 predsim 20 mg 1 cp ao dia 05 dias uso nasal 1 aturgyl 2 gts na narina se congestao nasal,Nulo
622,2020-12-20,1100000622,12345670622,José,SOLICITO: 1- USG CERVICAL  HD- ABAULAMENTO EM ANGULO DA MANDIBULA A DIREITA  ,,solicito 1 usg cervical hd abaulamento em angulo mandibula direita,Ultrassonografia
623,2020-06-03,1100000623,12345670623,Ana,USO ORAL: 1. CLAVULIN BD 875 +125 MG --------- TOMAR 01 CP DE 12/12H POR 7 DIAS   ,,uso oral 1 clavulin bd 875 125 mg tomar 01 cp 1212h por 7 dias,Nulo
624,2020-01-30,1100000624,12345670624,Pedro,"USO ORAL 1. SORO DE REHIDRATAÇÃO ORAL DILUIR 1 SACHÊ EM 01 LITRO DE AGUA TOMAR 20 COPOS DE 200 ML DURANTE O DIA 2. INGESTA HIDRICA (AGUA, SUCOS, CHAS) TOMAR 20 COPOS DE 200 ML DURANTE O DIA 3. DIPIRONA 500 MG TOMAR 02 COMPRIMIDOS DE 06/06H SE DOR OU FEBRE 4. DRAMIN B6/PLASIL  TOMAR 01 COMPRIMIDO DE 08/08H SE NAUSEAS EVITAR USO DE AINES RETORNO SE SINAIS DE ALARME    ",,uso oral 1 soro rehidratacao oral diluir 1 sache em 01 litro agua tomar 20 copos 200 ml durante dia 2 ingesta hidrica agua sucos chas tomar 20 copos 200 ml durante dia 3 dipirona 500 mg tomar 02 comprimidos 0606h se dor ou febre 4 dramin b6plasil tomar 01 comprimido 0808h se nauseas evitar uso aines retorno se sinais alarme,Nulo
